date,year_quarter,quarter_number,financial_year,retailer,metric,customer_type,customer_group,jurisdiction,value
2019-04-01,2018-19 Q4,4,2018-19,Future X Power,Number,Electricity,Residential,National,22
2019-04-01,2018-19 Q4,4,2018-19,GloBird Energy,Number,Electricity,Residential,National,0
2019-04-01,2018-19 Q4,4,2018-19,GoEnergy,Number,Electricity,Residential,National,0
2019-04-01,2018-19 Q4,4,2018-19,Hanwha Energy,Number,Electricity,Residential,National,0
2019-04-01,2018-19 Q4,4,2018-19,Humenergy,Number,Electricity,Residential,National,0
2019-04-01,2018-19 Q4,4,2018-19,Infigen Energy,Number,Electricity,Residential,National,0
2019-04-01,2018-19 Q4,4,2018-19,Locality Planning Energy,Number,Electricity,Residential,National,20165
2019-04-01,2018-19 Q4,4,2018-19,Lumo Energy,Number,Electricity,Residential,National,36694
2019-04-01,2018-19 Q4,4,2018-19,Metered Energy,Number,Electricity,Residential,National,13069
2019-04-01,2018-19 Q4,4,2018-19,Mojo Power,Number,Electricity,Residential,National,2576
2019-04-01,2018-19 Q4,4,2018-19,Momentum Energy,Number,Electricity,Residential,National,19907
2019-04-01,2018-19 Q4,4,2018-19,National Total,Number,Electricity,Residential,National,6423649
2019-04-01,2018-19 Q4,4,2018-19,Nectr Energy,Number,Electricity,Residential,National,0
2019-04-01,2018-19 Q4,4,2018-19,Next Business Energy,Number,Electricity,Residential,National,88
2019-04-01,2018-19 Q4,4,2018-19,OC Energy,Number,Electricity,Residential,National,6442
2019-04-01,2018-19 Q4,4,2018-19,OVO Energy,Number,Electricity,Residential,National,0
2019-04-01,2018-19 Q4,4,2018-19,Origin Energy,Number,Electricity,Residential,National,1826581
2019-04-01,2018-19 Q4,4,2018-19,People Energy,Number,Electricity,Residential,National,487
2019-04-01,2018-19 Q4,4,2018-19,Pooled Energy,Number,Electricity,Residential,National,1190
2019-04-01,2018-19 Q4,4,2018-19,Power Club,Number,Electricity,Residential,National,137
2019-04-01,2018-19 Q4,4,2018-19,PowerHub,Number,Electricity,Residential,National,40
2019-04-01,2018-19 Q4,4,2018-19,Powerdirect,Number,Electricity,Residential,National,47568
2019-04-01,2018-19 Q4,4,2018-19,Powershop,Number,Electricity,Residential,National,40043
2019-04-01,2018-19 Q4,4,2018-19,Progressive Green,Number,Electricity,Residential,National,0
2019-04-01,2018-19 Q4,4,2018-19,Qenergy,Number,Electricity,Residential,National,5638
2019-04-01,2018-19 Q4,4,2018-19,ReAmped Energy,Number,Electricity,Residential,National,930
2019-04-01,2018-19 Q4,4,2018-19,ReNu Energy,Number,Electricity,Residential,National,0
2019-04-01,2018-19 Q4,4,2018-19,Real Utilities,Number,Electricity,Residential,National,614
2019-04-01,2018-19 Q4,4,2018-19,Red Energy,Number,Electricity,Residential,National,279068
2019-04-01,2018-19 Q4,4,2018-19,SIMEC ZEN Energy,Number,Electricity,Residential,National,0
2019-04-01,2018-19 Q4,4,2018-19,Sanctuary Energy,Number,Electricity,Residential,National,2211
2019-04-01,2018-19 Q4,4,2018-19,Savant Energy,Number,Electricity,Residential,National,2591
2019-04-01,2018-19 Q4,4,2018-19,Simply Energy,Number,Electricity,Residential,National,129855
2019-04-01,2018-19 Q4,4,2018-19,Sumo Power,Number,Electricity,Residential,National,4886
2019-04-01,2018-19 Q4,4,2018-19,Sun Retail,Number,Electricity,Residential,National,77168
2019-04-01,2018-19 Q4,4,2018-19,Sustainable Saving,Number,Electricity,Residential,National,0
2019-04-01,2018-19 Q4,4,2018-19,Tango Energy,Number,Electricity,Residential,National,16
2019-04-01,2018-19 Q4,4,2018-19,Tas Gas,Number,Electricity,Residential,National,0
2019-04-01,2018-19 Q4,4,2018-19,The Embedded Networks Company,Number,Electricity,Residential,National,30
2019-04-01,2018-19 Q4,4,2018-19,Urth Energy,Number,Electricity,Residential,National,0
2019-04-01,2018-19 Q4,4,2018-19,Winenergy,Number,Electricity,Residential,National,1948
2019-04-01,2018-19 Q4,4,2018-19,Y.E.S. Energy (SA),Number,Electricity,Residential,National,0
2019-04-01,2018-19 Q4,4,2018-19,amaysim Energy,Number,Electricity,Residential,National,96325
2019-07-01,2019-20 Q1,1,2019-20,1st Energy,Number,Electricity,Residential,National,14479
2019-07-01,2019-20 Q1,1,2019-20,AGL,Number,Electricity,Residential,National,1375298
2019-07-01,2019-20 Q1,1,2019-20,ActewAGL,Number,Electricity,Residential,National,170389
2019-07-01,2019-20 Q1,1,2019-20,Alinta Energy,Number,Electricity,Residential,National,347746
2019-07-01,2019-20 Q1,1,2019-20,Arc Energy,Number,Electricity,Residential,National,3441
2019-07-01,2019-20 Q1,1,2019-20,Aurora Energy,Number,Electricity,Residential,National,246735
2019-07-01,2019-20 Q1,1,2019-20,Blue NRG,Number,Electricity,Residential,National,0
2019-07-01,2019-20 Q1,1,2019-20,Bright Spark Power,Number,Electricity,Residential,National,0
2019-07-01,2019-20 Q1,1,2019-20,CleanPeak Energy,Number,Electricity,Residential,National,18
2019-07-01,2019-20 Q1,1,2019-20,CovaU,Number,Electricity,Residential,National,3688
2019-07-01,2019-20 Q1,1,2019-20,Diamond Energy,Number,Electricity,Residential,National,9584
2019-07-01,2019-20 Q1,1,2019-20,Discover Energy,Number,Electricity,Residential,National,59
2019-07-01,2019-20 Q1,1,2019-20,Dodo,Number,Electricity,Residential,National,46256
2019-07-01,2019-20 Q1,1,2019-20,ERM Power,Number,Electricity,Residential,National,2047
2019-07-01,2019-20 Q1,1,2019-20,Elysian Energy,Number,Electricity,Residential,National,3
2019-07-01,2019-20 Q1,1,2019-20,Energy Locals,Number,Electricity,Residential,National,15440
2019-07-01,2019-20 Q1,1,2019-20,EnergyAustralia,Number,Electricity,Residential,National,1066307
2019-07-01,2019-20 Q1,1,2019-20,Enova Energy,Number,Electricity,Residential,National,5974
2019-07-01,2019-20 Q1,1,2019-20,Enwave Mascot,Number,Electricity,Residential,National,0
2019-07-01,2019-20 Q1,1,2019-20,Ergon Energy,Number,Electricity,Residential,National,620345
2019-07-01,2019-20 Q1,1,2019-20,Evergy,Number,Electricity,Residential,National,628
2019-07-01,2019-20 Q1,1,2019-20,Flow Systems,Number,Electricity,Residential,National,3466
2019-07-01,2019-20 Q1,1,2019-20,Future X Power,Number,Electricity,Residential,National,172
2019-07-01,2019-20 Q1,1,2019-20,GloBird Energy,Number,Electricity,Residential,National,2
2019-07-01,2019-20 Q1,1,2019-20,GoEnergy,Number,Electricity,Residential,National,0
2019-07-01,2019-20 Q1,1,2019-20,Hanwha Energy,Number,Electricity,Residential,National,0
2019-07-01,2019-20 Q1,1,2019-20,Humenergy,Number,Electricity,Residential,National,0
2019-07-01,2019-20 Q1,1,2019-20,Infigen Energy,Number,Electricity,Residential,National,0
2019-07-01,2019-20 Q1,1,2019-20,Locality Planning Energy,Number,Electricity,Residential,National,21202
2019-07-01,2019-20 Q1,1,2019-20,Lumo Energy,Number,Electricity,Residential,National,38006
2019-07-01,2019-20 Q1,1,2019-20,MTA Energy,Number,Electricity,Residential,National,0
2019-07-01,2019-20 Q1,1,2019-20,Metered Energy,Number,Electricity,Residential,National,13346
2019-07-01,2019-20 Q1,1,2019-20,Mojo Power,Number,Electricity,Residential,National,3681
2019-07-01,2019-20 Q1,1,2019-20,Momentum Energy,Number,Electricity,Residential,National,23684
2019-07-01,2019-20 Q1,1,2019-20,National Total,Number,Electricity,Residential,National,6485415
2019-07-01,2019-20 Q1,1,2019-20,Nectr Energy,Number,Electricity,Residential,National,0
2019-07-01,2019-20 Q1,1,2019-20,Next Business Energy,Number,Electricity,Residential,National,87
2019-07-01,2019-20 Q1,1,2019-20,OC Energy,Number,Electricity,Residential,National,6217
2019-07-01,2019-20 Q1,1,2019-20,OVO Energy,Number,Electricity,Residential,National,0
2019-07-01,2019-20 Q1,1,2019-20,Origin Energy,Number,Electricity,Residential,National,1822863
2019-07-01,2019-20 Q1,1,2019-20,People Energy,Number,Electricity,Residential,National,461
2019-07-01,2019-20 Q1,1,2019-20,Pooled Energy,Number,Electricity,Residential,National,1364
2019-07-01,2019-20 Q1,1,2019-20,Power Club,Number,Electricity,Residential,National,374
2019-07-01,2019-20 Q1,1,2019-20,PowerHub,Number,Electricity,Residential,National,87
2019-07-01,2019-20 Q1,1,2019-20,Powerdirect,Number,Electricity,Residential,National,48069
2019-07-01,2019-20 Q1,1,2019-20,Powershop,Number,Electricity,Residential,National,41403
2019-07-01,2019-20 Q1,1,2019-20,Progressive Green,Number,Electricity,Residential,National,0
2019-07-01,2019-20 Q1,1,2019-20,Qenergy,Number,Electricity,Residential,National,5460
2019-07-01,2019-20 Q1,1,2019-20,ReAmped Energy,Number,Electricity,Residential,National,3042
2019-07-01,2019-20 Q1,1,2019-20,ReNu Energy,Number,Electricity,Residential,National,18
2019-07-01,2019-20 Q1,1,2019-20,Real Utilities,Number,Electricity,Residential,National,588
2019-07-01,2019-20 Q1,1,2019-20,Red Energy,Number,Electricity,Residential,National,288507
2019-07-01,2019-20 Q1,1,2019-20,SIMEC ZEN Energy,Number,Electricity,Residential,National,0
2019-07-01,2019-20 Q1,1,2019-20,Sanctuary Energy,Number,Electricity,Residential,National,1113
2019-07-01,2019-20 Q1,1,2019-20,Savant Energy,Number,Electricity,Residential,National,2933
2019-07-01,2019-20 Q1,1,2019-20,Simply Energy,Number,Electricity,Residential,National,130500
2019-07-01,2019-20 Q1,1,2019-20,Sumo Power,Number,Electricity,Residential,National,5451
2019-07-01,2019-20 Q1,1,2019-20,Sustainable Saving,Number,Electricity,Residential,National,30
2019-07-01,2019-20 Q1,1,2019-20,Tango Energy,Number,Electricity,Residential,National,10
2019-07-01,2019-20 Q1,1,2019-20,Tas Gas,Number,Electricity,Residential,National,0
2019-07-01,2019-20 Q1,1,2019-20,The Embedded Networks Company,Number,Electricity,Residential,National,52
2019-07-01,2019-20 Q1,1,2019-20,Urth Energy,Number,Electricity,Residential,National,0
2019-07-01,2019-20 Q1,1,2019-20,Winenergy,Number,Electricity,Residential,National,2598
2019-07-01,2019-20 Q1,1,2019-20,Y.E.S. Energy (SA),Number,Electricity,Residential,National,0
2019-07-01,2019-20 Q1,1,2019-20,amaysim Energy,Number,Electricity,Residential,National,94275
2019-10-01,2019-20 Q2,2,2019-20,1st Energy,Number,Electricity,Residential,National,15232
2019-10-01,2019-20 Q2,2,2019-20,AGL,Number,Electricity,Residential,National,1380510
2019-10-01,2019-20 Q2,2,2019-20,ActewAGL,Number,Electricity,Residential,National,169371
2019-10-01,2019-20 Q2,2,2019-20,Alinta Energy,Number,Electricity,Residential,National,351554
2019-10-01,2019-20 Q2,2,2019-20,Arc Energy,Number,Electricity,Residential,National,3944
2019-10-01,2019-20 Q2,2,2019-20,Aurora Energy,Number,Electricity,Residential,National,244397
2019-10-01,2019-20 Q2,2,2019-20,Blue NRG,Number,Electricity,Residential,National,0
2019-10-01,2019-20 Q2,2,2019-20,Bright Spark Power,Number,Electricity,Residential,National,0
2019-10-01,2019-20 Q2,2,2019-20,CleanPeak Energy,Number,Electricity,Residential,National,91
2019-10-01,2019-20 Q2,2,2019-20,CovaU,Number,Electricity,Residential,National,3934
2019-10-01,2019-20 Q2,2,2019-20,Diamond Energy,Number,Electricity,Residential,National,9632
2019-10-01,2019-20 Q2,2,2019-20,Discover Energy,Number,Electricity,Residential,National,136
2019-10-01,2019-20 Q2,2,2019-20,Dodo,Number,Electricity,Residential,National,46787
2019-10-01,2019-20 Q2,2,2019-20,ERM Power,Number,Electricity,Residential,National,1994
2019-10-01,2019-20 Q2,2,2019-20,Electricity in a Box,Number,Electricity,Residential,National,0
2019-10-01,2019-20 Q2,2,2019-20,Elysian Energy,Number,Electricity,Residential,National,105
2019-10-01,2019-20 Q2,2,2019-20,Energy Locals,Number,Electricity,Residential,National,16812
2019-10-01,2019-20 Q2,2,2019-20,Energy Services Management,Number,Electricity,Residential,National,0
2019-10-01,2019-20 Q2,2,2019-20,EnergyAustralia,Number,Electricity,Residential,National,1055648
2019-10-01,2019-20 Q2,2,2019-20,Enova Energy,Number,Electricity,Residential,National,6898
2019-10-01,2019-20 Q2,2,2019-20,Enwave Mascot,Number,Electricity,Residential,National,7
2019-10-01,2019-20 Q2,2,2019-20,Ergon Energy,Number,Electricity,Residential,National,621607
2019-10-01,2019-20 Q2,2,2019-20,Evergy,Number,Electricity,Residential,National,646
2019-10-01,2019-20 Q2,2,2019-20,Flow Systems,Number,Electricity,Residential,National,3990
2019-10-01,2019-20 Q2,2,2019-20,Future X Power,Number,Electricity,Residential,National,177
2019-10-01,2019-20 Q2,2,2019-20,GloBird Energy,Number,Electricity,Residential,National,38
2019-10-01,2019-20 Q2,2,2019-20,GoEnergy,Number,Electricity,Residential,National,0
2019-10-01,2019-20 Q2,2,2019-20,Hanwha Energy,Number,Electricity,Residential,National,19
2019-10-01,2019-20 Q2,2,2019-20,Humenergy,Number,Electricity,Residential,National,0
2019-10-01,2019-20 Q2,2,2019-20,Infigen Energy,Number,Electricity,Residential,National,0
2019-10-01,2019-20 Q2,2,2019-20,Locality Planning Energy,Number,Electricity,Residential,National,22772
2019-10-01,2019-20 Q2,2,2019-20,Lumo Energy,Number,Electricity,Residential,National,39207
2019-10-01,2019-20 Q2,2,2019-20,MTA Energy,Number,Electricity,Residential,National,0
2019-10-01,2019-20 Q2,2,2019-20,Metered Energy,Number,Electricity,Residential,National,13236
2019-10-01,2019-20 Q2,2,2019-20,Mojo Power,Number,Electricity,Residential,National,4056
2019-10-01,2019-20 Q2,2,2019-20,Momentum Energy,Number,Electricity,Residential,National,25896
2019-10-01,2019-20 Q2,2,2019-20,National Total,Number,Electricity,Residential,National,6508375
2019-10-01,2019-20 Q2,2,2019-20,Nectr Energy,Number,Electricity,Residential,National,19
2019-10-01,2019-20 Q2,2,2019-20,Next Business Energy,Number,Electricity,Residential,National,87
2019-10-01,2019-20 Q2,2,2019-20,OC Energy,Number,Electricity,Residential,National,5607
2019-10-01,2019-20 Q2,2,2019-20,OVO Energy,Number,Electricity,Residential,National,1
2019-10-01,2019-20 Q2,2,2019-20,Origin Energy,Number,Electricity,Residential,National,1820097
2019-10-01,2019-20 Q2,2,2019-20,People Energy,Number,Electricity,Residential,National,449
2019-10-01,2019-20 Q2,2,2019-20,Pooled Energy,Number,Electricity,Residential,National,1497
2019-10-01,2019-20 Q2,2,2019-20,Power Club,Number,Electricity,Residential,National,495
2019-10-01,2019-20 Q2,2,2019-20,PowerHub,Number,Electricity,Residential,National,86
2019-10-01,2019-20 Q2,2,2019-20,Powerdirect,Number,Electricity,Residential,National,49004
2019-10-01,2019-20 Q2,2,2019-20,Powershop,Number,Electricity,Residential,National,48246
2019-10-01,2019-20 Q2,2,2019-20,Progressive Green,Number,Electricity,Residential,National,0
2019-10-01,2019-20 Q2,2,2019-20,Qenergy,Number,Electricity,Residential,National,5847
2019-10-01,2019-20 Q2,2,2019-20,Radian Energy,Number,Electricity,Residential,National,0
2019-10-01,2019-20 Q2,2,2019-20,ReAmped Energy,Number,Electricity,Residential,National,5020
2019-10-01,2019-20 Q2,2,2019-20,ReNu Energy,Number,Electricity,Residential,National,91
2019-10-01,2019-20 Q2,2,2019-20,Real Utilities,Number,Electricity,Residential,National,564
2019-10-01,2019-20 Q2,2,2019-20,Red Energy,Number,Electricity,Residential,National,297396
2019-10-01,2019-20 Q2,2,2019-20,SIMEC ZEN Energy,Number,Electricity,Residential,National,0
2019-10-01,2019-20 Q2,2,2019-20,Sanctuary Energy,Number,Electricity,Residential,National,86
2019-10-01,2019-20 Q2,2,2019-20,Savant Energy,Number,Electricity,Residential,National,2936
2019-10-01,2019-20 Q2,2,2019-20,Simply Energy,Number,Electricity,Residential,National,131428
2019-10-01,2019-20 Q2,2,2019-20,Sumo Power,Number,Electricity,Residential,National,7089
2019-10-01,2019-20 Q2,2,2019-20,Sustainable Saving,Number,Electricity,Residential,National,30
2019-10-01,2019-20 Q2,2,2019-20,Tango Energy,Number,Electricity,Residential,National,7
2019-10-01,2019-20 Q2,2,2019-20,Tas Gas,Number,Electricity,Residential,National,5
2019-10-01,2019-20 Q2,2,2019-20,The Embedded Networks Company,Number,Electricity,Residential,National,101
2019-10-01,2019-20 Q2,2,2019-20,Urth Energy,Number,Electricity,Residential,National,0
2019-10-01,2019-20 Q2,2,2019-20,Winenergy,Number,Electricity,Residential,National,2130
2019-10-01,2019-20 Q2,2,2019-20,Y.E.S. Energy (SA),Number,Electricity,Residential,National,0
2019-10-01,2019-20 Q2,2,2019-20,amaysim Energy,Number,Electricity,Residential,National,93561
2020-01-01,2019-20 Q3,3,2019-20,1st Energy,Number,Electricity,Residential,National,15892
2020-01-01,2019-20 Q3,3,2019-20,AGL,Number,Electricity,Residential,National,1379931
2020-01-01,2019-20 Q3,3,2019-20,ActewAGL,Number,Electricity,Residential,National,169988
2020-01-01,2019-20 Q3,3,2019-20,Alinta Energy,Number,Electricity,Residential,National,357096
2020-01-01,2019-20 Q3,3,2019-20,Arc Energy,Number,Electricity,Residential,National,4197
2020-01-01,2019-20 Q3,3,2019-20,Aurora Energy,Number,Electricity,Residential,National,244210
2020-01-01,2019-20 Q3,3,2019-20,Blue NRG,Number,Electricity,Residential,National,0
2020-01-01,2019-20 Q3,3,2019-20,Bright Spark Power,Number,Electricity,Residential,National,11
2020-01-01,2019-20 Q3,3,2019-20,CleanPeak Energy,Number,Electricity,Residential,National,91
2020-01-01,2019-20 Q3,3,2019-20,CovaU,Number,Electricity,Residential,National,4224
2020-01-01,2019-20 Q3,3,2019-20,Diamond Energy,Number,Electricity,Residential,National,9686
2020-01-01,2019-20 Q3,3,2019-20,Discover Energy,Number,Electricity,Residential,National,396
2020-01-01,2019-20 Q3,3,2019-20,Dodo,Number,Electricity,Residential,National,47650
2020-01-01,2019-20 Q3,3,2019-20,ERM Power,Number,Electricity,Residential,National,1846
2020-01-01,2019-20 Q3,3,2019-20,Electricity in a Box,Number,Electricity,Residential,National,0
2020-01-01,2019-20 Q3,3,2019-20,Elysian Energy,Number,Electricity,Residential,National,208
2020-01-01,2019-20 Q3,3,2019-20,Energy Locals,Number,Electricity,Residential,National,18414
2020-01-01,2019-20 Q3,3,2019-20,Energy Services Management,Number,Electricity,Residential,National,0
2020-01-01,2019-20 Q3,3,2019-20,EnergyAustralia,Number,Electricity,Residential,National,1046262
2020-01-01,2019-20 Q3,3,2019-20,Enova Energy,Number,Electricity,Residential,National,7650
2020-01-01,2019-20 Q3,3,2019-20,Enwave Mascot,Number,Electricity,Residential,National,10
2020-01-01,2019-20 Q3,3,2019-20,Ergon Energy,Number,Electricity,Residential,National,623693
2020-01-01,2019-20 Q3,3,2019-20,Evergy,Number,Electricity,Residential,National,652
2020-01-01,2019-20 Q3,3,2019-20,Flow Systems,Number,Electricity,Residential,National,5033
2020-01-01,2019-20 Q3,3,2019-20,Future X Power,Number,Electricity,Residential,National,221
2020-01-01,2019-20 Q3,3,2019-20,GloBird Energy,Number,Electricity,Residential,National,1056
